"name","sub","size"
"ALL-AMERICAN FARMS INC","Food and Nutrition Service",850212.98
"CHEROKEE NATION TECHNOLOGIES LLC","Food Safety and Inspection Service",887888.94
"ALVAREZ & ASSOCIATES LLC","Food Safety and Inspection Service",885035.83
"SAP GOVERNMENT SUPPORT AND SERVICES INC","Food Safety and Inspection Service",861491.49
"FCN INC","Food Safety and Inspection Service",850329.91
"NEW TECH SOLUTIONS INC","Food Safety and Inspection Service",834022.4
"GENERAL DYNAMICS INFORMATION TECHNOLOGY INC","Food Safety and Inspection Service",808465.68
"PLANIT NATION INC","Food Safety and Inspection Service",787684.82
"CHARM SCIENCES INC","Food Safety and Inspection Service",718065
"WATERS CORPORATION","Food Safety and Inspection Service",670786.06
"ADVERTISING COUNCIL INC THE","Food Safety and Inspection Service",558616
"ACE INFO SOLUTIONS INC","Foreign Agricultural Service",985257.87
"ADNAN KELANA HARYANTO & HERMANTO","Foreign Agricultural Service",961889.5
"RUMIK CONSULTANCY LLC","Foreign Agricultural Service",958416
"GUIDRY LIASON GROUP INC","Foreign Agricultural Service",807691.8
"GOVCONNECTION INCORPORATED","Foreign Agricultural Service",643757.45
"GEORGE F BROCKE & SONS INCORPORATED","Foreign Agricultural Service",643156
"M GROUP PARTNERS LLC","Foreign Agricultural Service",570055.4
"BRYANT CHRISTIE INC","Foreign Agricultural Service",563023.25
"GOVERNMENT ACQUISITIONS INC","Foreign Agricultural Service",530929.68
"FARMER BEAN & SEED LLC","Foreign Agricultural Service",522049.8
"CRITIGEN LLC","Forest Service",994328.75
"PAVEMENT MAINTENANCE SOLUTIONS INC","Forest Service",993538.99
"LUCCHESI GALATI ARCHITECTS","Forest Service",993435.6
"SNOW COUNTRY CONTRACTING INC","Forest Service",991520.84
"HYDRO CONSTRUCTION COMPANY INC","Forest Service",988584.07
"AC LOPEZ CONSTRUCTION INC","Forest Service",984435
"ALERT INC","Forest Service",972468
"HYDABURG COOPERATIVE ASSOCIATION","Forest Service",971661
"KANAYAN WILLIAM CONSTRUCTION","Forest Service",966500.59
"PATRICK ENVIRONMENTAL INC","Forest Service",965227
"CARAHSOFT TECHNOLOGY CORP","GAO, Except Comptroller General",937618.51
"JOHNSON CONTROLS INCORPORATED 0010","GAO, Except Comptroller General",859815.36
"MERCOM INCORPORATED","GAO, Except Comptroller General",712236.81
"XEROX CORPORATION","GAO, Except Comptroller General",705897.27
"A T & T CORP","GAO, Except Comptroller General",658292.06
"CORPORATE EXECUTIVE BOARD COMPANY THE","GAO, Except Comptroller General",636822.46
"GLOBAL TECH INC","GAO, Except Comptroller General",634166.27
"COMMERCIAL MARKETING ASSOCIATES INC","GAO, Except Comptroller General",629651.72
"BUILDING PEOPLE LLC THE","GAO, Except Comptroller General",627263.57
"SEWP SOLUTIONS LLC","GAO, Except Comptroller General",604857.25
"BOLAND TRANE SERVICES INC","General Services Administration",867918.35
"EQUIFAX INFORMATION SERVICES LLC","General Services Administration",814445
"VISCOUNT SYSTEMS INC","General Services Administration",798000
"SABRE88 LLC","General Services Administration",788905.72
"CORE TECHNOLOGIES INC","General Services Administration",614940.3
"FEDERAL CONSTRUCTION GROUP INC","General Services Administration",561953.72
"DELOITTE CONSULTING LLP","General Services Administration",559269.28
"IMMIXTECHNOLOGY INC","General Services Administration",542321.58
"COMMFED SOLUTIONS INC","General Services Administration",497560.35
"EVIGILANTCOM INCORPORATED","General Services Administration",469643.49
"GOVERNMENT ACQUISITIONS INC","Grain Inspection, Packers and Stockyards Administration",288455.17
"PERTEN INSTRUMENTS INC","Grain Inspection, Packers and Stockyards Administration",236428.4
"WATERS TECHNOLOGIES CORPORATION","Grain Inspection, Packers and Stockyards Administration",199517.55
"FISHER SCIENTIFIC COMPANY LLC","Grain Inspection, Packers and Stockyards Administration",126350.38
"EASTERN IOWA GRAIN INSPECTION & WEIGHING SERVICE INC","Grain Inspection, Packers and Stockyards Administration",113610
"AGILENT TECHNOLOGIES INC","Grain Inspection, Packers and Stockyards Administration",106814.12
"DELL MARKETING LP","Grain Inspection, Packers and Stockyards Administration",106411.23
"HUMAN TECHNOLOGIES CORPORATION","Grain Inspection, Packers and Stockyards Administration",98600
"HEIMSCH ALAN","Grain Inspection, Packers and Stockyards Administration",97737.5
"CHARM SCIENCES INC","Grain Inspection, Packers and Stockyards Administration",81594.2
"HAMILTON ENTERPRISES LLC","Gulf Coast Ecosystem Restoration Council",203403.61
"GULF OF MEXICO ALLIANCE","Gulf Coast Ecosystem Restoration Council",115000
"ALTUM INCORPORATED","Gulf Coast Ecosystem Restoration Council",65314.2
"CELLCO PARTNERSHIP DBA VERIZON WIRELESS","Gulf Coast Ecosystem Restoration Council",64183.89
"AGJ SYSTEMS & NETWORKS","Gulf Coast Ecosystem Restoration Council",41400
"AT&T CORP","Gulf Coast Ecosystem Restoration Council",28707.12
"MANAGEMENT CONCEPTS INC","Gulf Coast Ecosystem Restoration Council",8306
"OFFICE DEPOT INC","Gulf Coast Ecosystem Restoration Council",4339.2
"CTR MANAGEMENT GROUP LLC","Health Resources and Services Administration",976380.71
"LOUISIANA STATE UNIVERSITY SYSTEM","Health Resources and Services Administration",920780.69
"CRL CONSULTING INC","Health Resources and Services Administration",900979.73
"DH PHYSICAL THERAPY","Health Resources and Services Administration",863737
"LIACOURAS CHRIS","Health Resources and Services Administration",861627.98
"ZELOS LLC","Health Resources and Services Administration",809034.89
"GOVERNMENT ACQUISITIONS INC","Health Resources and Services Administration",808656.17
"EMERGENT LLC","Health Resources and Services Administration",803038.14
"MAKE SENSE MARKETING LLC","Health Resources and Services Administration",790500
"STANTEC CONSULTING SERVICES INC","Health Resources and Services Administration",761574.95
"BRUNET GARCIA ADVERTISING INC","Immediate Office of the Secretary",999451.67
"GLOBAL TECH INC","Immediate Office of the Secretary",765740.65
"MERIDIEN GROUP LLC","Immediate Office of the Secretary",711501.07
"IMMIXTECHNOLOGY INC","Immediate Office of the Secretary",648905.29
"TWD & ASSOCIATES INC","Immediate Office of the Secretary",599592.56
"COLLABRALINK TECHNOLOGIES INCORPORATED","Immediate Office of the Secretary",590998.8
"IMMERSION CONSULTING LLC","Immediate Office of the Secretary",549935.8
"CINNOVAS DEVELOPMENT GROUP LLC","Immediate Office of the Secretary",475324.18
"VIUS LLC","Immediate Office of the Secretary",458938
"AINS INC","Immediate Office of the Secretary",313927.86
"ACME AUTO LEASING LLC","Immediate Office of the Secretary of Agriculture",78183.2
"CQ-ROLL CALL INC","Immediate Office of the Secretary of Agriculture",19500
"MENDELSOHNS HOSPITALITY GROUP","Immediate Office of the Secretary of Agriculture",13000
"AUTOMATION AIDS INC","Immediate Office of the Secretary of Agriculture",12029.55
"UNION LEASING INCORPORATED","Immediate Office of the Secretary of Agriculture",3960
"NEW GLOBAL SYSTEMS FOR INTELLIGENT TRANSPORTATION MANAGEMENT","Immediate Office of the Secretary of Transportation",999912
"SOAR TECHNOLOGY INC","Immediate Office of the Secretary of Transportation",998573
"ATKINS NORTH AMERICA INC","Immediate Office of the Secretary of Transportation",989046.18
"JACOBS ENGINEERING GROUP INC","Immediate Office of the Secretary of Transportation",964519.14
"HUGHES ASSOCIATES INC","Immediate Office of the Secretary of Transportation",953558.3
"NEOPOST USA INC","Immediate Office of the Secretary of Transportation",930367.16
"UNISPEC ENTERPRISES INC","Immediate Office of the Secretary of Transportation",919824.23
"HP ENTERPRISE SERVICES LLC","Immediate Office of the Secretary of Transportation",906473.34
"STRONGBRIDGE CORPORATION","Immediate Office of the Secretary of Transportation",901757.64
"NOVATEUR RESEARCH SOLUTIONS LLC","Immediate Office of the Secretary of Transportation",899920.99
"L C INDUSTRIES INC","Immediate Office of the Under Secretary for Science and Technology",11878.75
"DOCUMENT IMAGING DIMENSIONS INC","Immediate Office of the Under Secretary for Science and Technology",6297
"INTELLIPEAK SOLUTIONS INC","Indian Health Service",991514.47
"AMERICAN NATIONAL RED CROSS","Indian Health Service",988091.84
"LINK TECH LLC","Indian Health Service",962621.15
"CDW GOVERNMENT INC","Indian Health Service",958725.34
"JOHNSON CONTROLS INC","Indian Health Service",956543.15
"IRON MOUNTAIN INFORMATION MANAGEMENT LLC","Indian Health Service",954110.9
"REGIONAL HEALTH PHYSICANS INC","Indian Health Service",944575.56
"MECHANICAL SERVICES INC","Indian Health Service",939124.78
"SHAMROCK FOODS","Indian Health Service",917996.88
"DATA DYNAMICS INC","Indian Health Service",913128.75
"CANON USA INC","Insular Affairs",15833.15
"WEB TRAITS INC","Inter-American Foundation",904699.93
"FUNDACION CAPACITAR","Inter-American Foundation",526124.79
"EVALUAR CONSULTAR Y ASESORAR A LA ECONOMIA SOLIDARIA LTDA","Inter-American Foundation",350427.36
"LUIS EDUARDO CORTEZ SALVATIERRA","Inter-American Foundation",256380.75
"NORMAN HUMBERTO SAGASTUME MARTINEZ","Inter-American Foundation",245701.04
"INSTITUTE OF INTERNATIONAL EDUCATION INC","Inter-American Foundation",221765.71
"GUSTAVO ADOLFO SANTOS CHAVEZ","Inter-American Foundation",197184.32
"ESAIL CONSULTORIA LTDA ME","Inter-American Foundation",153120.77
"LINDHOLM AND ASSOCIATES INCORPORATED","Inter-American Foundation",140993.51
"LINGUALINX LANGUAGE SOLUTIONS INC","Inter-American Foundation",138000
"IDL TRINCO SOLUTIONS JV","Internal Revenue Service",999755.14
"SPRINT COMMUNICATIONS COMPANY LP","Internal Revenue Service",959737.33
"NCSEML JOINT VENTURE LLC","Internal Revenue Service",959272
"THELAN INC","Internal Revenue Service",953071.96
"ASE DIRECT INC","Internal Revenue Service",893320.78
"GOVERNMENT RETIREMENT AND BENEFITS INCORPORATED","Internal Revenue Service",890043.37
"MOODYS ANALYTICS INC","Internal Revenue Service",863922.12
"SGK SERVICE INC","Internal Revenue Service",862500
"COMPETITION ECONOMICS","Internal Revenue Service",862500
"DOCPOINT SOLUTIONS LLC","Internal Revenue Service",853417.42
"NAVISTAR INC","International Boundary and Water Commission: U.S.-Mexico",925737
"TETRA TECH INC","International Boundary and Water Commission: U.S.-Mexico",900331.88
"GROVE US LLC","International Boundary and Water Commission: U.S.-Mexico",893015
"VELIZ COMPANY LLC","International Boundary and Water Commission: U.S.-Mexico",875553.25
"DESERT DUMP TRUCK RENTAL INC","International Boundary and Water Commission: U.S.-Mexico",788372.21
"COTECH IRM SERVICES INC","International Boundary and Water Commission: U.S.-Mexico",756611
"HPS MECHANICAL INC","International Boundary and Water Commission: U.S.-Mexico",710001.11
"ENVIRONMENTAL OPERATING SOLUTIONS INC","International Boundary and Water Commission: U.S.-Mexico",678659.13
"CATERPILLAR INC","International Boundary and Water Commission: U.S.-Mexico",660740
"JOHN DEERE SHARED SERVICES INC","International Boundary and Water Commission: U.S.-Mexico",524508.52
"ADTRAV CORPORATION","International Trade Administration",993740
"CORAY GURNITZ CONSULTING INC","International Trade Administration",933469.81
"BLUEWATER MANAGEMENT GROUP LLC","International Trade Administration",906259.15
"JHC TECHNOLOGY INC","International Trade Administration",858118.25
"CENTRAL RESEARCH INC","International Trade Administration",793816.53
"TECHNIQUE SOLUTIONS INC","International Trade Administration",793199.99
"TRIAD TECHNOLOGY PARTNERS LLC","International Trade Administration",727226.7
"BUSINESS MONITOR INTERNATIONAL LTD","International Trade Administration",622354
"TRIVISION INC","International Trade Administration",613021.8
"IHS GLOBAL INC","International Trade Administration",594363
"COMPUSEARCH SOFTWARE SYSTEMS INC","International Trade Commission",965863.51
"WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY","International Trade Commission",758869.3
"BUREAU VAN DIJK ELECTRONIC PUBLISHING INC","International Trade Commission",598500
"IHS GLOBAL INC","International Trade Commission",551205
"QWEST CORPORATION 8481","International Trade Commission",547531.68
"WEST PUBLISHING CORPORATION","International Trade Commission",478297.42
"MCP COMPUTER PRODUCTS INC","International Trade Commission",476738.15
"KASTLE SYSTEMS LLC","International Trade Commission",442772.54
"CELLCO PARTNERSHIP DBA VERIZON WIRELESS","International Trade Commission",292549.26
"BLOOMBERG FINANCE LP","International Trade Commission",286489
"SIXT GMBH & CO AUTOVERMIETUNG KG","Joint House and Senate Entities",2469.6
"VERIZON BUSINESS NETWORK SERVICES INC","Joint House and Senate Entities",802.46
"INTEGRATED DATA SERVICES INC","Joint Improvised Explosive Device Defeat Organization",452121.6
"MISCELLANEOUS FOREIGN AWARDEES","Library of Congress",96046.41
"STAR PRINT O BIND","Library of Congress",46442.93
"CDW GOVERNMENT LLC","Library of Congress",11036.66
"STATESIDE PROCUREMENT SERVICES INC","Library of Congress",8498
"GOVCONNECTION INC","Library of Congress",4710.78
"DEMCO INC","Library of Congress",3596.04
"COMFORT AIR MECHANICAL SYSTEMS INC","Maritime Administration",974808
"SPERRY OCEAN DOCK LTD","Maritime Administration",879193
"4STAFF LLC","Maritime Administration",806100.6
"GENCO GENERAL CONTRACTORS OF PUERTO RICO CORP","Maritime Administration",793617.08
"KONGSBERG MARITIME INC","Maritime Administration",707167
"KEYSTONE OCEAN SERVICES INC","Maritime Administration",691180.77
"IHS GLOBAL INC","Maritime Administration",655541.48
"OCEANWIDE REPAIR OAKLAND INC","Maritime Administration",639295
"PCCI INC","Maritime Administration",627859.06
"C & G","Maritime Administration",594546
"ANIMAL & PLANT HEALTH INSPECTION SERVICE","Merit Systems Protection Board",652894.75
"WEST PUBLISHING CORPORATION","Merit Systems Protection Board",287905.5
"LAW MANAGER INC","Merit Systems Protection Board",143724
"OFFICE DESIGN GROUP","Merit Systems Protection Board",140508.84
"MARYN CONSULTING INC","Merit Systems Protection Board",138660
"CARAHSOFT TECHNOLOGY CORP","Merit Systems Protection Board",136791.53
"DH TECHNOLOGIES LLC","Merit Systems Protection Board",130260.16
"WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY","Merit Systems Protection Board",125000
"SHI INTERNATIONAL CORP","Merit Systems Protection Board",124632.42
"COMMONWEALTH COPY PRODUCTS INC","Merit Systems Protection Board",103976.42
"BENNETT CARLTON M","Millennium Challenge Corporation",944239.25
"BOOZ ALLEN HAMILTON INC","Millennium Challenge Corporation",942280.72
"POLAR AIR CARGO WORLDWIDE INC","Millennium Challenge Corporation",911464
"INSIGHT PUBLIC SECTOR INC","Millennium Challenge Corporation",810203.33
"BELOS CONSULTING-LLC","Millennium Challenge Corporation",804585.21
"GLOBAL LINK LANGUAGE SERVICES","Millennium Challenge Corporation",786228.4
"CH2M HILL INC","Millennium Challenge Corporation",779520.14
"DUDWICK NORA C","Millennium Challenge Corporation",724011.42
"ANTEA USA INC","Millennium Challenge Corporation",694150
"A2F CONSULTING LLC","Millennium Challenge Corporation",652657.12
"FIRSTCHOICE GROUP AMERICA LLC","Mine Safety and Health Administration",854752
"ACTION FACILITIES MANAGEMENT INC","Mine Safety and Health Administration",718403.9
"ZEFON INTERNATIONAL INC","Mine Safety and Health Administration",628774
"DATAWIZ CORPORATION","Mine Safety and Health Administration",628580.49
"UNIFIED BUSINESS SOLUTIONS LLC","Mine Safety and Health Administration",587816.12
"LT BUSINESS SOLUTIONS LLC","Mine Safety and Health Administration",556829.8
"REPAINTEX COMPANY","Mine Safety and Health Administration",449160.72
"FEDERAL PRISON INDUSTRIES INC","Mine Safety and Health Administration",423453.32
"3M COMPANY","Mine Safety and Health Administration",411781.06
"FAX PLUS INCORPORATED","Mine Safety and Health Administration",403064.88
"MY BUSINESS MATCHES INC","Minority Business Development Agency",500000
"NATIONAL MINORITY SUPPLIER DEVELOPMENT COUNCIL INC NMSCD","Minority Business Development Agency",299294.4
"PREMIER QUANTITATIVE CONSULTING INC","Minority Business Development Agency",283030
"DODGE DATA & ANALYTICS LLC","Minority Business Development Agency",263392.25
"FM TALENT SOURCE LLC","Minority Business Development Agency",118906
"JEFFERSON CONSULTING GROUP LLC","Minority Business Development Agency",74069.14
"EPIPELINE INC","Minority Business Development Agency",59995
"DUN & BRADSTREET INC","Minority Business Development Agency",36497.51
"BUREAU OF NATIONAL AFFAIRS INC THE","Minority Business Development Agency",18000
"TFC CONSULTING INC","Minority Business Development Agency",14360.84
