"Agency","Subagency","accountID","Title","Obligation"
"Department of the Interior","National Park Service",757,"Educational Expenses, Children of Employees, Yellowstone National Park, National Park Service",0
"Department of the Interior","National Park Service",758,"Payment for Tax Losses on Land Acquired for Grand Teton National Park, National Park Service",13512.22
"Department of the Interior","National Park Service",727,"Historic Preservation Fund, from Land and Water Conservation Fund, National Park Service",0
"Department of the Interior","National Park Service",587,"Historic Preservation Fund, National Park Service, Interior",708.16
"Department of the Interior","National Park Service",691,"Park Buildings Lease and Maintenance Fund, National Park Service",8469702.54
"Department of the Interior","National Park Service",664,"Operation and Maintenance of Quarters, National Park Service",20520046.66
"Department of the Interior","National Park Service",705,"User Fees for Filming and Photography on Public Lands, National Park Service",1052972.49
"Department of the Interior","National Park Service",694,"Concessioner Improvement Accounts, National Park Service",7813779.36
"Department of the Interior","National Park Service",718,"Park Concessions Franchise Fees, National Park Service",75540228.54
"Department of the Interior","National Park Service",785,"Donations, National Park Service",75291815.23
"Department of the Interior","National Park Service",786,"Preservation, Birthplace of Abraham Lincoln, National Park Service",0
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",622,"White Earth Economic Development and Tribal Government Fund, Bureau of Indian Affairs",672857.6
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",625,"Indian Land and Water Claim Settlements and Miscellaneous Payments to Indians, Bureau of Indian Affairs and Bureau of Indian Education, Interior",48400342.41
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",633,"Aamodt Settlement Pueblos' Fund, Bureau of Indian Affairs, Interior",3003725.49
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",621,"Indian Land Consolidation, Bureau of Indian Affairs, Interior",0
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",736,"Indian Water Rights and Habitat Acquisition Program, Bureau of Indian Affairs",0
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",666,"Operation and Maintenance of Quarters, Bureau of Indian Affairs",5942719.21
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",626,"Claims and Treaty Obligations, Bureau of Indian Affairs (Indefinite)",38700
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",700,"Operation and Maintenance, Indian Irrigation Systems, Bureau of Indian Affairs (T)",32795242.41
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",702,"Alaska Resupply Program, Bureau of Indian Affairs",119137.67
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",754,"Power Systems, Indian Irrigation Projects, Bureau of Indian Affairs",73127934.39
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",643,"Revolving Fund for Loans, Liquidating Account, Bureau of Indian Affairs",0
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",627,"Indian Direct Loan Program Account, Bureau of Indian Affairs, Interior",1089980
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",644,"Indian Loan Guaranty and Insurance Fund, Liquidating Account, Bureau of Indian Affairs",0
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education",792,"Gifts and Donations, Bureau of Indian Affairs",742533.54
"Department of the Interior","Departmental Offices",682,"Indian Arts and Crafts Fund, Departmental Management",16416.05
"Department of the Interior","Departmental Offices",793,"Gifts and Bequest, Take Pride in America, Interior",0
"Department of the Interior","Departmental Offices",746,"Departmental Operations, Land and Water Conservation Fund, Departmental Offices, Interior",11405191.59
"Department of the Interior","Departmental Offices",650,"Payments to States from Receipts Under Mineral Leasing, Public and Acquired Military Lands, Office of Natural Resources Revenue, Interior",1407398668.19
"Department of the Interior","Departmental Offices",685,"Payment to Oklahoma (Royalties), Office of Natural Resources Revenue, Interior",9210.61
"Department of the Interior","Departmental Offices",662,"Payments to Alaska from Oil and Gas Leases, National Petroleum Reserve, Office of Natural Resources Revenue, Interior",1666633.81
"Department of the Interior","Departmental Offices",706,"Payments to States, Flood Control Act of 1954, Office of Natural Resources Revenue, Interior",13513481.51
"Department of the Interior","Departmental Offices",703,"Payments to States, National Forest Fund, Office of Natural Resources Revenue, Interior",6164526.49
"Department of the Interior","Departmental Offices",748,"Geothermal Lease Revenues, Payment to Counties, Office of Natural Resources Revenue, Interior",3474041.07
"Department of the Interior","Departmental Offices",738,"State's Share from Certain Gulf of Mexico Leases, Office of Natural Resources Revenue, Interior",957032.29
"Department of the Interior","Departmental Offices",716,"Environmental Improvement and Restoration Fund, Office of Natural Resources Revenue, Interior",0
"Department of the Interior","Departmental Offices",618,"Indian Education Scholarship Holding Fund, Bureau of Indian Affairs and Bureau of Indian Education, Interior",20399712.78
"Department of the Interior","Departmental Offices",760,"Trust Land Consolidation Fund, Departmental Offices, Interior",388423277.44
"Department of the Interior","Insular Affairs",569,"Trust Territory of the Pacific Islands, Insular Affairs, Interior",0
"Department of the Interior","Insular Affairs",571,"Micronesian Claims Fund, Trust Territory of the Pacific Islands, Insular Affairs, Interior",0
"Department of the Interior","Insular Affairs",572,"Payment to the United States Territories, Fiscal Assistance, Insular Affairs, Interior",327810546
"Department of the Interior","Office of Inspector General",560,"Salaries and Expenses-Recovery Act, Office of the Inspector General, Interior",0
"Department of the Interior","Office of the Special Trustee for American Indians",711,"Tribal Special Fund, Office of the Special Trustee for American Indians",113902814.21
"Department of the Interior","Office of the Special Trustee for American Indians",784,"Tribal Trust Fund, Office of the Special Trustee for the American Indians",35374903.22
"Department of the Interior","National Indian Gaming Commission",565,"Salaries and Expenses, National Indian Gaming Commission, Interior",1689613.75
"Department of the Interior","National Indian Gaming Commission",688,"National Indian Gaming Commission, Gaming Activity Fees",21143698.73
"Department of the Interior","Department-Wide Programs",600,"Flame Wildfire Suppression Reserve Fund, Department-Wide Programs, Interior",0
